Date,State,Branch,Staffs,Sales,Expenses,Staff_daily,Profit,,,,,,
24/01/2015,Lagos,Branch D,14,945820,402690,70000,473130,,,,,,
25/01/2015,Lagos,Branch B,19,928748,608518,95000,225230,,,,,,
26/01/2015,Kwara,Branch B,19,691836,710285,95000,-113449,,,,,,
27/01/2015,Kwara,Branch A,11,1131714,470556,55000,606158,,,,,,
28/01/2015,Lagos,Branch C,14,925647,519820,70000,335827,,,,,,
29/01/2015,Lagos,Branch A,10,974776,419240,50000,505536,,,,,,
30/01/2015,Lagos,Branch A,19,1157639,316676,95000,745963,,,,,,
31/01/2015,Lagos,Branch A,10,845314,613947,50000,181367,,,,,,
01/02/2015,Lagos,Branch D,14,785718,718643,70000,-2925,,,,,,
02/02/2015,Osun,Branch A,14,1012257,450901,70000,491356,,,,,,
03/02/2015,Osun,Branch B,12,657426,685510,60000,-88084,,,,,,
04/02/2015,Osun,Branch C,17,1236378,624362,85000,527016,,,,,,
05/02/2015,Osun,Branch C,17,1350374,559270,85000,706104,,,,,,
06/02/2015,Osun,Branch D,21,1337216,748913,105000,483303,,,,,,
07/02/2015,Osun,Branch C,13,1346796,521806,65000,759990,,,,,,
08/02/2015,Kwara,Branch C,20,1242704,443978,100000,698726,,,,,,
09/02/2015,Lagos,Branch A,14,1264637,790521,70000,404116,,,,,,
10/02/2015,Kwara,Branch A,14,605763,504294,70000,31469,,,,,,
11/02/2015,Osun,Branch A,20,953631,327993,100000,525638,,,,,,
12/02/2015,Lagos,Branch B,15,988319,548120,75000,365199,,,,,,
13/02/2015,Kwara,Branch C,14,977303,416141,70000,491162,,,,,,
14/02/2015,Lagos,Branch B,16,864884,697458,80000,87426,,,,,,
15/02/2015,Lagos,Branch C,10,953169,651218,50000,251951,,,,,,
16/02/2015,Kwara,Branch B,17,687535,559109,85000,43426,,,,,,
17/02/2015,Osun,Branch A,11,1277165,364668,55000,857497,,,,,,
18/02/2015,Osun,Branch C,16,826320,357165,80000,389155,,,,,,
19/02/2015,Osun,Branch D,20,1107197,671204,100000,335993,,,,,,
20/02/2015,Lagos,Branch B,11,1120716,375803,55000,689913,,,,,,
21/02/2015,Osun,Branch C,16,838707,577072,80000,181635,,,,,,
22/02/2015,Kwara,Branch D,18,953391,405567,90000,457824,,,,,,
23/02/2015,Kwara,Branch C,13,1298104,585401,65000,647703,,,,,,
24/02/2015,Kwara,Branch B,11,653251,301237,55000,297014,,,,,,
25/02/2015,Osun,Branch D,12,905025,305668,60000,539357,,,,,,
26/02/2015,Lagos,Branch D,10,748773,640912,50000,57861,,,,,,
27/02/2015,Lagos,Branch A,19,1318278,481467,95000,741811,,,,,,
28/02/2015,Osun,Branch A,12,810378,521676,60000,228702,,,,,,
01/03/2015,Lagos,Branch D,15,1392580,628169,75000,689411,,,,,,
02/03/2015,Lagos,Branch A,12,1146333,727166,60000,359167,,,,,,
03/03/2015,Kwara,Branch D,14,806397,303139,70000,433258,,,,,,
04/03/2015,Kwara,Branch C,21,608241,670763,105000,-167522,,,,,,
05/03/2015,Kwara,Branch B,10,1139734,625024,50000,464710,,,,,,
06/03/2015,Osun,Branch C,12,605015,753710,60000,-208695,,,,,,
07/03/2015,Kwara,Branch D,18,774603,557819,90000,126784,,,,,,
08/03/2015,Osun,Branch A,13,1271352,742906,65000,463446,,,,,,
09/03/2015,Kwara,Branch D,21,983246,619059,105000,259187,,,,,,
10/03/2015,Kwara,Branch A,13,1018823,520901,65000,432922,,,,,,
11/03/2015,Osun,Branch A,18,1378781,695402,90000,593379,,,,,,
12/03/2015,Lagos,Branch C,18,999626,780637,90000,128989,,,,,,
13/03/2015,Osun,Branch B,21,1333427,590034,105000,638393,,,,,,
14/03/2015,Osun,Branch A,20,1385352,339458,100000,945894,,,,,,
15/03/2015,Kwara,Branch C,10,1271145,313591,50000,907554,,,,,,
16/03/2015,Kwara,Branch C,17,1320101,441611,85000,793490,,,,,,
17/03/2015,Osun,Branch B,11,1160805,776325,55000,329480,,,,,,
18/03/2015,Lagos,Branch D,14,1147706,680199,70000,397507,,,,,,
19/03/2015,Lagos,Branch C,14,867802,631788,70000,166014,,,,,,
20/03/2015,Lagos,Branch B,14,626046,769013,70000,-212967,,,,,,
21/03/2015,Osun,Branch A,17,992115,647879,85000,259236,,,,,,
22/03/2015,Kwara,Branch D,15,939798,691153,75000,173645,,,,,,
23/03/2015,Lagos,Branch D,18,795356,337410,90000,367946,,,,,,
24/03/2015,Kwara,Branch A,10,852713,458507,50000,344206,,,,,,
25/03/2015,Kwara,Branch A,18,1059942,347237,90000,622705,,,,,,
26/03/2015,Kwara,Branch B,18,665768,716772,90000,-141004,,,,,,
27/03/2015,Kwara,Branch A,21,824897,657649,105000,62248,,,,,,
28/03/2015,Osun,Branch C,16,1350520,458313,80000,812207,,,,,,
29/03/2015,Kwara,Branch C,16,700248,635406,80000,-15158,,,,,,
30/03/2015,Lagos,Branch A,15,611970,327606,75000,209364,,,,,,
31/03/2015,Osun,Branch B,16,1395002,606421,80000,708581,,,,,,
01/04/2015,Lagos,Branch A,21,834163,429198,105000,299965,,,,,,
02/04/2015,Lagos,Branch C,11,644458,337975,55000,251483,,,,,,
03/04/2015,Osun,Branch D,19,1050065,775312,95000,179753,,,,,,
04/04/2015,Kwara,Branch C,20,695965,416901,100000,179064,,,,,,
05/04/2015,Lagos,Branch A,19,1109029,365895,95000,648134,,,,,,
06/04/2015,Kwara,Branch B,12,615550,327448,60000,228102,,,,,,
07/04/2015,Osun,Branch B,21,1304269,789030,105000,410239,,,,,,
08/04/2015,Lagos,Branch B,12,922688,609145,60000,253543,,,,,,
09/04/2015,Kwara,Branch B,13,833033,777523,65000,-9490,,,,,,
10/04/2015,Kwara,Branch D,14,966381,707876,70000,188505,,,,,,
11/04/2015,Lagos,Branch A,18,957636,597774,90000,269862,,,,,,
12/04/2015,Kwara,Branch C,14,852958,481490,70000,301468,,,,,,
13/04/2015,Kwara,Branch C,17,663177,798187,85000,-220010,,,,,,
14/04/2015,Kwara,Branch D,17,989131,779034,85000,125097,,,,,,
15/04/2015,Osun,Branch A,10,1012871,317511,50000,645360,,,,,,
16/04/2015,Lagos,Branch C,20,1190371,306494,100000,783877,,,,,,
17/04/2015,Osun,Branch B,20,1011665,527361,100000,384304,,,,,,
18/04/2015,Osun,Branch A,10,629281,380980,50000,198301,,,,,,
19/04/2015,Lagos,Branch A,20,1099980,309971,100000,690009,,,,,,
20/04/2015,Lagos,Branch B,20,1049123,660099,100000,289024,,,,,,
21/04/2015,Lagos,Branch B,14,1305331,734711,70000,500620,,,,,,
22/04/2015,Osun,Branch B,12,1280765,598461,60000,622304,,,,,,
23/04/2015,Osun,Branch A,18,850522,719077,90000,41445,,,,,,
24/04/2015,Osun,Branch B,20,934411,320303,100000,514108,,,,,,
25/04/2015,Kwara,Branch C,10,1287090,779895,50000,457195,,,,,,
26/04/2015,Lagos,Branch B,16,806090,735848,80000,-9758,,,,,,
27/04/2015,Osun,Branch B,12,1246706,304702,60000,882004,,,,,,
28/04/2015,Kwara,Branch B,13,865172,524168,65000,276004,,,,,,
29/04/2015,Osun,Branch B,10,1001101,513935,50000,437166,,,,,,
30/04/2015,Lagos,Branch A,21,760118,588640,105000,66478,,,,,,
01/05/2015,Osun,Branch B,20,987997,693567,100000,194430,,,,,,
02/05/2015,Lagos,Branch B,12,852935,513875,60000,279060,,,,,,
03/05/2015,Kwara,Branch B,21,653759,332245,105000,216514,,,,,,
04/05/2015,Lagos,Branch A,21,1382882,753427,105000,524455,,,,,,
05/05/2015,Osun,Branch D,12,671983,535233,60000,76750,,,,,,
06/05/2015,Osun,Branch C,18,824259,398434,90000,335825,,,,,,
07/05/2015,Lagos,Branch C,19,1289270,411667,95000,782603,,,,,,
08/05/2015,Lagos,Branch C,16,765073,699958,80000,-14885,,,,,,
09/05/2015,Osun,Branch C,16,1375544,439898,80000,855646,,,,,,
10/05/2015,Kwara,Branch A,15,992276,695240,75000,222036,,,,,,
11/05/2015,Osun,Branch D,17,1224043,631558,85000,507485,,,,,,
12/05/2015,Lagos,Branch C,21,1053379,571838,105000,376541,,,,,,
13/05/2015,Osun,Branch C,13,699953,693704,65000,-58751,,,,,,
14/05/2015,Osun,Branch A,14,1338420,312361,70000,956059,,,,,,
15/05/2015,Osun,Branch D,12,698150,605107,60000,33043,,,,,,
16/05/2015,Kwara,Branch A,16,1321838,490311,80000,751527,,,,,,
17/05/2015,Kwara,Branch A,16,813155,444088,80000,289067,,,,,,
18/05/2015,Lagos,Branch B,11,831268,398701,55000,377567,,,,,,
19/05/2015,Lagos,Branch A,15,1343717,403371,75000,865346,,,,,,
20/05/2015,Osun,Branch C,12,1084453,627250,60000,397203,,,,,,
21/05/2015,Kwara,Branch B,14,850852,546223,70000,234629,,,,,,
22/05/2015,Kwara,Branch D,16,1371476,662539,80000,628937,,,,,,
23/05/2015,Kwara,Branch D,10,1174655,694108,50000,430547,,,,,,
24/05/2015,Osun,Branch B,11,1056514,368868,55000,632646,,,,,,
25/05/2015,Kwara,Branch C,19,1218156,430068,95000,693088,,,,,,
26/05/2015,Osun,Branch D,16,699302,696475,80000,-77173,,,,,,
27/05/2015,Kwara,Branch D,17,606436,677382,85000,-155946,,,,,,
28/05/2015,Lagos,Branch C,18,1039235,449681,90000,499554,,,,,,
29/05/2015,Osun,Branch B,20,1194959,584665,100000,510294,,,,,,
30/05/2015,Kwara,Branch D,13,1051193,367346,65000,618847,,,,,,
31/05/2015,Kwara,Branch C,16,920329,333344,80000,506985,,,,,,
01/06/2015,Kwara,Branch B,21,686560,722972,105000,-141412,,,,,,
02/06/2015,Lagos,Branch A,10,642544,485836,50000,106708,,,,,,
03/06/2015,Kwara,Branch B,10,775650,467713,50000,257937,,,,,,
04/06/2015,Osun,Branch C,10,968353,489287,50000,429066,,,,,,
05/06/2015,Osun,Branch D,20,1267228,411806,100000,755422,,,,,,
06/06/2015,Osun,Branch D,20,684604,622889,100000,-38285,,,,,,
07/06/2015,Kwara,Branch B,18,926237,321532,90000,514705,,,,,,
08/06/2015,Lagos,Branch C,12,665484,488236,60000,117248,,,,,,
09/06/2015,Lagos,Branch D,13,993284,347657,65000,580627,,,,,,
10/06/2015,Lagos,Branch C,14,1225965,418002,70000,737963,,,,,,
11/06/2015,Kwara,Branch A,10,1229351,357094,50000,822257,,,,,,
12/06/2015,Kwara,Branch B,12,995427,771107,60000,164320,,,,,,
13/06/2015,Lagos,Branch A,21,984848,392312,105000,487536,,,,,,
14/06/2015,Kwara,Branch D,11,852152,797878,55000,-726,,,,,,
15/06/2015,Osun,Branch C,11,646970,417008,55000,174962,,,,,,
16/06/2015,Osun,Branch A,11,1005062,720505,55000,229557,,,,,,
17/06/2015,Kwara,Branch C,14,1156013,619836,70000,466177,,,,,,
18/06/2015,Lagos,Branch C,17,973106,393740,85000,494366,,,,,,
19/06/2015,Osun,Branch A,17,1341084,414405,85000,841679,,,,,,
20/06/2015,Lagos,Branch D,18,1176998,626898,90000,460100,,,,,,
21/06/2015,Lagos,Branch A,14,665042,697777,70000,-102735,,,,,,
22/06/2015,Lagos,Branch B,16,973472,539526,80000,353946,,,,,,
23/06/2015,Lagos,Branch C,12,765334,694378,60000,10956,,,,,,
24/06/2015,Lagos,Branch B,21,922108,414934,105000,402174,,,,,,
25/06/2015,Osun,Branch C,17,1120385,306173,85000,729212,,,,,,
26/06/2015,Lagos,Branch A,18,839617,432953,90000,316664,,,,,,
27/06/2015,Osun,Branch C,14,1341609,303205,70000,968404,,,,,,
28/06/2015,Lagos,Branch D,14,1100476,681244,70000,349232,,,,,,
29/06/2015,Lagos,Branch C,10,754909,446410,50000,258499,,,,,,
30/06/2015,Kwara,Branch D,10,914863,609810,50000,255053,,,,,,
01/01/2015,Osun,Branch A,13,1358849,520782,65000,773067,,,,,,
02/01/2015,Kwara,Branch D,11,605087,458460,55000,91627,,,,,,
03/01/2015,Osun,Branch A,20,689574,312753,100000,276821,,,,,,
04/01/2015,Osun,Branch C,14,1321870,509897,70000,741973,,,,,,
05/01/2015,Osun,Branch C,19,1090309,351330,95000,643979,,,,,,
06/01/2015,Osun,Branch A,10,946555,474245,50000,422310,,,,,,
07/01/2015,Osun,Branch D,11,1301541,690888,55000,555653,,,,,,
08/01/2015,Kwara,Branch B,13,1155259,788516,65000,301743,,,,,,
09/01/2015,Lagos,Branch C,11,1223375,413616,55000,754759,,,,,,
10/01/2015,Kwara,Branch B,18,674704,480079,90000,104625,,,,,,
11/01/2015,Kwara,Branch D,13,743063,624891,65000,53172,,,,,,
12/01/2015,Kwara,Branch B,18,764533,788798,90000,-114265,,,,,,
13/01/2015,Osun,Branch D,10,606657,508199,50000,48458,,,,,,
14/01/2015,Lagos,Branch B,20,822690,529474,100000,193216,,,,,,
15/01/2015,Lagos,Branch D,14,727423,304763,70000,352660,,,,,,
16/01/2015,Osun,Branch B,12,1354641,391133,60000,903508,,,,,,
17/01/2015,Osun,Branch A,18,809895,315704,90000,404191,,,,,,
18/01/2015,Lagos,Branch C,17,612298,730013,85000,-202715,,,,,,
19/01/2015,Kwara,Branch C,21,1389952,774001,105000,510951,,,,,,
20/01/2015,Osun,Branch D,20,857588,388080,100000,369508,,,,,,
21/01/2015,Lagos,Branch C,12,1379036,700875,60000,618161,,,,,,
22/01/2015,Kwara,Branch C,18,606261,612071,90000,-95810,,,,,,
23/01/2015,Kwara,Branch A,13,993752,452440,65000,476312,,,,,,
24/01/2015,Osun,Branch D,11,1241331,538573,55000,647758,,,,,,
25/01/2015,Lagos,Branch A,12,870088,542314,60000,267774,,,,,,
26/01/2015,Lagos,Branch B,19,929964,489090,95000,345874,,,,,,
27/01/2015,Osun,Branch A,17,604698,763119,85000,-243421,,,,,,
28/01/2015,Lagos,Branch C,19,1218228,664427,95000,458801,,,,,,
29/01/2015,Kwara,Branch C,12,729587,340012,60000,329575,,,,,,
30/01/2015,Lagos,Branch B,21,1318136,792046,105000,421090,,,,,,
31/01/2015,Osun,Branch A,20,1175994,665153,100000,410841,,,,,,
01/02/2015,Kwara,Branch A,12,709213,721265,60000,-72052,,,,,,
02/02/2015,Kwara,Branch C,10,781639,515007,50000,216632,,,,,,
03/02/2015,Lagos,Branch C,11,831378,474216,55000,302162,,,,,,
04/02/2015,Osun,Branch C,11,1036847,514505,55000,467342,,,,,,
05/02/2015,Kwara,Branch D,14,1213621,566808,70000,576813,,,,,,
06/02/2015,Kwara,Branch D,15,1237401,408791,75000,753610,,,,,,
07/02/2015,Osun,Branch C,21,756352,560713,105000,90639,,,,,,
08/02/2015,Osun,Branch A,20,732291,666508,100000,-34217,,,,,,
09/02/2015,Lagos,Branch C,19,617280,768238,95000,-245958,,,,,,
10/02/2015,Lagos,Branch D,12,1025273,581878,60000,383395,,,,,,
11/02/2015,Lagos,Branch D,14,935124,530583,70000,334541,,,,,,
12/02/2015,Lagos,Branch B,18,836909,460296,90000,286613,,,,,,
13/02/2015,Lagos,Branch D,16,1091859,528242,80000,483617,,,,,,
14/02/2015,Lagos,Branch A,21,881696,639476,105000,137220,,,,,,
15/02/2015,Kwara,Branch B,16,758720,363436,80000,315284,,,,,,
16/02/2015,Lagos,Branch A,15,1262415,457658,75000,729757,,,,,,
17/02/2015,Lagos,Branch C,17,1222633,739601,85000,398032,,,,,,
18/02/2015,Kwara,Branch D,20,615163,527605,100000,-12442,,,,,,
19/02/2015,Lagos,Branch D,18,1143704,393376,90000,660328,,,,,,
20/02/2015,Kwara,Branch C,16,607201,669264,80000,-142063,,,,,,
21/02/2015,Lagos,Branch C,14,621016,767221,70000,-216205,,,,,,
22/02/2015,Osun,Branch B,17,1239748,571361,85000,583387,,,,,,
23/02/2015,Osun,Branch A,20,1140137,594293,100000,445844,,,,,,
24/02/2015,Osun,Branch D,21,908096,581194,105000,221902,,,,,,
25/02/2015,Osun,Branch C,13,727354,425851,65000,236503,,,,,,
26/02/2015,Osun,Branch D,12,807067,363611,60000,383456,,,,,,
27/02/2015,Osun,Branch B,18,1367440,637471,90000,639969,,,,,,
28/02/2015,Kwara,Branch A,18,1300796,710144,90000,500652,,,,,,
01/03/2015,Lagos,Branch C,12,786517,617257,60000,109260,,,,,,
02/03/2015,Kwara,Branch D,16,1387208,714502,80000,592706,,,,,,
03/03/2015,Lagos,Branch A,18,912130,456445,90000,365685,,,,,,
04/03/2015,Kwara,Branch D,16,1204413,623522,80000,500891,,,,,,
05/03/2015,Kwara,Branch A,19,1039330,697657,95000,246673,,,,,,
06/03/2015,Lagos,Branch D,14,1137042,687887,70000,379155,,,,,,
07/03/2015,Osun,Branch D,17,1047640,389034,85000,573606,,,,,,
08/03/2015,Osun,Branch B,19,687959,536721,95000,56238,,,,,,
09/03/2015,Osun,Branch A,12,1386862,787496,60000,539366,,,,,,
10/03/2015,Kwara,Branch D,20,1271350,430404,100000,740946,,,,,,
11/03/2015,Kwara,Branch D,10,1211458,305184,50000,856274,,,,,,
12/03/2015,Lagos,Branch B,14,1262248,518959,70000,673289,,,,,,
13/03/2015,Lagos,Branch D,13,1022064,304851,65000,652213,,,,,,
14/03/2015,Osun,Branch A,19,995387,434316,95000,466071,,,,,,
15/03/2015,Kwara,Branch C,10,643350,626310,50000,-32960,,,,,,
16/03/2015,Kwara,Branch A,12,1299578,302443,60000,937135,,,,,,
17/03/2015,Lagos,Branch D,18,1165190,498982,90000,576208,,,,,,
18/03/2015,Kwara,Branch B,19,1285660,559269,95000,631391,,,,,,
19/03/2015,Lagos,Branch B,19,1325877,654273,95000,576604,,,,,,
20/03/2015,Lagos,Branch C,17,1330098,527964,85000,717134,,,,,,
21/03/2015,Kwara,Branch B,10,1238821,479738,50000,709083,,,,,,
22/03/2015,Lagos,Branch D,21,722754,334662,105000,283092,,,,,,
23/03/2015,Osun,Branch D,12,717850,597010,60000,60840,,,,,,
24/03/2015,Kwara,Branch C,17,663994,656926,85000,-77932,,,,,,
25/03/2015,Lagos,Branch C,20,1111845,596100,100000,415745,,,,,,
26/03/2015,Lagos,Branch B,20,919898,309265,100000,510633,,,,,,
27/03/2015,Lagos,Branch C,10,1005134,602774,50000,352360,,,,,,
28/03/2015,Kwara,Branch B,15,997935,779185,75000,143750,,,,,,
29/03/2015,Osun,Branch C,15,1357494,360932,75000,921562,,,,,,
30/03/2015,Lagos,Branch C,14,1123419,752298,70000,301121,,,,,,
31/03/2015,Kwara,Branch A,19,1209019,519144,95000,594875,,,,,,
01/04/2015,Lagos,Branch A,20,1146716,366272,100000,680444,,,,,,
02/04/2015,Osun,Branch A,12,1103188,319013,60000,724175,,,,,,
03/04/2015,Kwara,Branch A,13,680140,374561,65000,240579,,,,,,
04/04/2015,Lagos,Branch D,11,1393544,589632,55000,748912,,,,,,
05/04/2015,Lagos,Branch D,13,1054364,673954,65000,315410,,,,,,
06/04/2015,Lagos,Branch C,18,1078436,334859,90000,653577,,,,,,
07/04/2015,Osun,Branch B,18,790831,544361,90000,156470,,,,,,
08/04/2015,Osun,Branch B,18,976815,393365,90000,493450,,,,,,
09/04/2015,Osun,Branch C,18,1113188,730191,90000,292997,,,,,,
10/04/2015,Osun,Branch A,21,1136635,481998,105000,549637,,,,,,
11/04/2015,Lagos,Branch C,14,1249327,627061,70000,552266,,,,,,
12/04/2015,Kwara,Branch C,18,938786,792422,90000,56364,,,,,,
13/04/2015,Kwara,Branch A,12,855850,786348,60000,9502,,,,,,
14/04/2015,Kwara,Branch C,18,1163921,326397,90000,747524,,,,,,
15/04/2015,Osun,Branch A,18,841939,446559,90000,305380,,,,,,
16/04/2015,Kwara,Branch B,13,997631,430552,65000,502079,,,,,,
17/04/2015,Osun,Branch A,12,634726,610301,60000,-35575,,,,,,
18/04/2015,Lagos,Branch A,17,907740,372114,85000,450626,,,,,,
19/04/2015,Kwara,Branch D,14,1100292,476019,70000,554273,,,,,,
20/04/2015,Osun,Branch C,18,1050003,775785,90000,184218,,,,,,
21/04/2015,Lagos,Branch A,19,1098106,463009,95000,540097,,,,,,
22/04/2015,Lagos,Branch D,10,1036996,581455,50000,405541,,,,,,
23/04/2015,Osun,Branch A,20,1155146,577121,100000,478025,,,,,,
24/04/2015,Osun,Branch A,14,1194614,364475,70000,760139,,,,,,
25/04/2015,Lagos,Branch B,14,1111129,556918,70000,484211,,,,,,
26/04/2015,Lagos,Branch D,16,979213,759974,80000,139239,,,,,,
27/04/2015,Lagos,Branch D,21,1371583,326069,105000,940514,,,,,,
28/04/2015,Osun,Branch B,11,973087,571744,55000,346343,,,,,,
29/04/2015,Lagos,Branch A,10,1349970,488243,50000,811727,,,,,,
30/04/2015,Osun,Branch A,12,872476,618491,60000,193985,,,,,,
01/05/2015,Lagos,Branch D,16,1276202,418287,80000,777915,,,,,,
02/05/2015,Osun,Branch B,15,811028,744958,75000,-8930,,,,,,
03/05/2015,Kwara,Branch C,11,1364562,738013,55000,571549,,,,,,
04/05/2015,Lagos,Branch D,18,677737,475638,90000,112099,,,,,,
05/05/2015,Kwara,Branch A,20,685461,683778,100000,-98317,,,,,,
06/05/2015,Lagos,Branch A,10,937962,324242,50000,563720,,,,,,
07/05/2015,Lagos,Branch A,10,1338616,348118,50000,940498,,,,,,
08/05/2015,Lagos,Branch D,17,896661,580707,85000,230954,,,,,,
09/05/2015,Osun,Branch D,11,739281,780142,55000,-95861,,,,,,
10/05/2015,Kwara,Branch A,11,911742,383867,55000,472875,,,,,,
11/05/2015,Lagos,Branch D,16,1056427,790303,80000,186124,,,,,,
12/05/2015,Lagos,Branch A,12,1361349,744148,60000,557201,,,,,,
13/05/2015,Kwara,Branch B,20,888430,587532,100000,200898,,,,,,
14/05/2015,Kwara,Branch C,20,831519,437440,100000,294079,,,,,,
15/05/2015,Kwara,Branch B,18,732992,535685,90000,107307,,,,,,
16/05/2015,Lagos,Branch A,17,1120788,614337,85000,421451,,,,,,
17/05/2015,Osun,Branch C,18,800579,367094,90000,343485,,,,,,
18/05/2015,Kwara,Branch B,18,875950,728944,90000,57006,,,,,,
19/05/2015,Lagos,Branch C,21,880267,795768,105000,-20501,,,,,,
20/05/2015,Lagos,Branch B,19,1191270,551445,95000,544825,,,,,,
21/05/2015,Kwara,Branch C,16,944581,795206,80000,69375,,,,,,
22/05/2015,Kwara,Branch D,15,960820,495495,75000,390325,,,,,,
23/05/2015,Kwara,Branch A,14,883717,694473,70000,119244,,,,,,
24/05/2015,Osun,Branch D,11,732707,633404,55000,44303,,,,,,
25/05/2015,Osun,Branch D,20,1240675,583428,100000,557247,,,,,,
26/05/2015,Lagos,Branch C,17,944766,418041,85000,441725,,,,,,
27/05/2015,Osun,Branch A,11,1301935,380412,55000,866523,,,,,,
28/05/2015,Kwara,Branch B,17,1143896,660454,85000,398442,,,,,,
29/05/2015,Osun,Branch B,18,1283680,321655,90000,872025,,,,,,
30/05/2015,Lagos,Branch A,12,799331,792110,60000,-52779,,,,,,
31/05/2015,Lagos,Branch B,17,854599,452153,85000,317446,,,,,,
01/06/2015,Kwara,Branch B,17,1121176,662187,85000,373989,,,,,,
02/06/2015,Osun,Branch D,14,1027341,762499,70000,194842,,,,,,
03/06/2015,Lagos,Branch D,11,1081995,605934,55000,421061,,,,,,
04/06/2015,Kwara,Branch B,20,1039359,487568,100000,451791,,,,,,
05/06/2015,Kwara,Branch D,14,803010,548225,70000,184785,,,,,,
06/06/2015,Osun,Branch B,13,1321404,587596,65000,668808,,,,,,
07/06/2015,Kwara,Branch D,13,1048477,386585,65000,596892,,,,,,
08/06/2015,Osun,Branch A,18,1382261,432249,90000,860012,,,,,,
09/06/2015,Lagos,Branch D,11,1345446,596106,55000,694340,,,,,,
10/06/2015,Lagos,Branch D,17,1155465,563099,85000,507366,,,,,,
11/06/2015,Lagos,Branch D,12,1246032,382968,60000,803064,,,,,,
12/06/2015,Lagos,Branch D,10,1014831,694588,50000,270243,,,,,,
13/06/2015,Osun,Branch D,10,846211,302470,50000,493741,,,,,,
14/06/2015,Kwara,Branch C,15,733543,644517,75000,14026,,,,,,
15/06/2015,Lagos,Branch D,20,653950,640684,100000,-86734,,,,,,
16/06/2015,Lagos,Branch B,20,654376,300599,100000,253777,,,,,,
17/06/2015,Lagos,Branch A,18,752120,406372,90000,255748,,,,,,
18/06/2015,Lagos,Branch A,21,862732,585963,105000,171769,,,,,,
19/06/2015,Kwara,Branch A,21,878513,591413,105000,182100,,,,,,
20/06/2015,Lagos,Branch C,19,656965,587515,95000,-25550,,,,,,
21/06/2015,Lagos,Branch D,21,1185339,634402,105000,445937,,,,,,
22/06/2015,Lagos,Branch A,18,910155,341385,90000,478770,,,,,,
23/06/2015,Kwara,Branch D,17,731367,465514,85000,180853,,,,,,
24/06/2015,Lagos,Branch C,11,1241448,418941,55000,767507,,,,,,
25/06/2015,Kwara,Branch B,19,783898,789694,95000,-100796,,,,,,
26/06/2015,Osun,Branch A,14,1371181,418721,70000,882460,,,,,,
27/06/2015,Kwara,Branch D,14,1215194,541965,70000,603229,,,,,,
28/06/2015,Lagos,Branch B,12,900513,604061,60000,236452,,,,,,
29/06/2015,Kwara,Branch C,15,1272409,460910,75000,736499,,,,,,
30/06/2015,Kwara,Branch C,16,1124773,438290,80000,606483,,,,,,
01/01/2015,Kwara,Branch D,21,1177627,397501,105000,675126,,,,,,
02/01/2015,Lagos,Branch A,10,894628,588418,50000,256210,,,,,,
03/01/2015,Lagos,Branch B,14,1087085,572968,70000,444117,,,,,,
04/01/2015,Kwara,Branch D,14,795071,480176,70000,244895,,,,,,
05/01/2015,Osun,Branch A,17,964004,383252,85000,495752,,,,,,
06/01/2015,Kwara,Branch B,18,1020551,623915,90000,306636,,,,,,
07/01/2015,Lagos,Branch C,14,936629,444994,70000,421635,,,,,,
08/01/2015,Lagos,Branch D,14,1352515,399870,70000,882645,,,,,,
09/01/2015,Lagos,Branch C,18,1167761,455341,90000,622420,,,,,,
10/01/2015,Lagos,Branch A,10,668660,442399,50000,176261,,,,,,
11/01/2015,Lagos,Branch A,14,1278865,637202,70000,571663,,,,,,
12/01/2015,Lagos,Branch B,18,1007781,314486,90000,603295,,,,,,
13/01/2015,Lagos,Branch B,17,1025233,537139,85000,403094,,,,,,
14/01/2015,Lagos,Branch C,20,746904,474254,100000,172650,,,,,,
15/01/2015,Kwara,Branch C,12,768816,401739,60000,307077,,,,,,
16/01/2015,Osun,Branch C,17,1065513,442020,85000,538493,,,,,,
17/01/2015,Osun,Branch C,15,721586,417261,75000,229325,,,,,,
18/01/2015,Lagos,Branch C,10,1055702,787383,50000,218319,,,,,,
19/01/2015,Osun,Branch A,16,988379,658452,80000,249927,,,,,,
20/01/2015,Osun,Branch A,15,824969,761561,75000,-11592,,,,,,
21/01/2015,Kwara,Branch D,10,744508,391665,50000,302843,,,,,,
22/01/2015,Lagos,Branch C,11,876927,579200,55000,242727,,,,,,
23/01/2015,Osun,Branch B,18,1095938,323499,90000,682439,,,,,,
24/01/2015,Kwara,Branch B,20,719466,560272,100000,59194,,,,,,
25/01/2015,Kwara,Branch A,12,665018,436203,60000,168815,,,,,,
26/01/2015,Osun,Branch B,21,686099,787227,105000,-206128,,,,,,
27/01/2015,Osun,Branch B,21,1231131,667265,105000,458866,,,,,,
28/01/2015,Osun,Branch C,15,1201118,643737,75000,482381,,,,,,
29/01/2015,Lagos,Branch A,18,794462,758672,90000,-54210,,,,,,
30/01/2015,Kwara,Branch C,12,856526,404450,60000,392076,,,,,,
31/01/2015,Kwara,Branch A,20,1246146,491713,100000,654433,,,,,,
01/02/2015,Lagos,Branch B,20,1011812,386173,100000,525639,,,,,,
02/02/2015,Osun,Branch B,21,1051231,594948,105000,351283,,,,,,
03/02/2015,Osun,Branch B,16,713702,341371,80000,292331,,,,,,
04/02/2015,Osun,Branch B,20,1321899,464392,100000,757507,,,,,,
